Paper_ID,Fitness,Fitness_class,Pre_postcop,Trait,Trait_class,biol_interaction,Trait.variant,Sex,Group_factor,Year,Density,Grouping_2,Grouping_3,Treatment,min_freq,max_freq,freq_range,Lab_Field,Method,Kingdom,Class,Order,Phylum,Genus,Species,d,var_d,total_n,Resarcher,Authors,Title,Journal,Pub_Year,Source,species,Gs,Var_Gs,species2
1292,Number of offspring,Fecundity,,Attractiveness,Morphology,Competition,Frequency,Females,Attractive females,NA,NA,,,,0.33,0.66,0.33,Laboratory,Laboratory,Animalia,Insecta,Diptera,Arthropoda,Drosophila,Drosophila melanogaster,-0.07521913,0.050035362,40,Miguel,"Arbuthnott, Devin",Female Life-History Trade-Offs and the Maintenance of Genetic Variation in Drosophila melanogaster,AMERICAN NATURALIST,2018,WoS,Drosophila melanogaster,-0.07521913,0.050035362,Drosophila melanogaster
1292,Number of offspring,Fecundity,,Attractiveness,Morphology,Competition,Frequency,Females,Unattrctive females,NA,NA,,,,0.33,0.66,0.33,Laboratory,Laboratory,Animalia,Insecta,Diptera,Arthropoda,Drosophila,Drosophila melanogaster,-0.331837893,0.050688227,40,Miguel,"Arbuthnott, Devin",Female Life-History Trade-Offs and the Maintenance of Genetic Variation in Drosophila melanogaster,AMERICAN NATURALIST,2018,WoS,Drosophila melanogaster,-0.331837893,0.050688227,Drosophila melanogaster
1292,Number of offspring,Fecundity,,Attractiveness,Morphology,Competition,Frequency,Females,Attractive females,NA,NA,,,,0.33,0.66,0.33,Laboratory,Laboratory,Animalia,Insecta,Diptera,Arthropoda,Drosophila,Drosophila melanogaster,-0.010779666,0.050000726,40,Miguel,"Arbuthnott, Devin",Female Life-History Trade-Offs and the Maintenance of Genetic Variation in Drosophila melanogaster,AMERICAN NATURALIST,2018,WoS,Drosophila melanogaster,-0.010779666,0.050000726,Drosophila melanogaster
1292,Number of offspring,Fecundity,,Attractiveness,Morphology,Competition,Frequency,Females,Unattrctive females,NA,NA,,,,0.33,0.66,0.33,Laboratory,Laboratory,Animalia,Insecta,Diptera,Arthropoda,Drosophila,Drosophila melanogaster,0.148890206,0.050138552,40,Miguel,"Arbuthnott, Devin",Female Life-History Trade-Offs and the Maintenance of Genetic Variation in Drosophila melanogaster,AMERICAN NATURALIST,2018,WoS,Drosophila melanogaster,0.148890206,0.050138552,Drosophila melanogaster
1292,Number of offspring,Fecundity,,Attractiveness,Morphology,Competition,Frequency,Females,Attractive females,NA,NA,,,,0.33,0.66,0.33,Laboratory,Laboratory,Animalia,Insecta,Diptera,Arthropoda,Drosophila,Drosophila melanogaster,0.666159702,0.052773555,40,Miguel,"Arbuthnott, Devin",Female Life-History Trade-Offs and the Maintenance of Genetic Variation in Drosophila melanogaster,AMERICAN NATURALIST,2018,WoS,Drosophila melanogaster,0.666159702,0.052773555,Drosophila melanogaster
1292,Number of offspring,Fecundity,,Attractiveness,Morphology,Competition,Frequency,Females,Unattrctive females,NA,NA,,,,0.33,0.66,0.33,Laboratory,Laboratory,Animalia,Insecta,Diptera,Arthropoda,Drosophila,Drosophila melanogaster,-0.602061168,0.052265485,40,Miguel,"Arbuthnott, Devin",Female Life-History Trade-Offs and the Maintenance of Genetic Variation in Drosophila melanogaster,AMERICAN NATURALIST,2018,WoS,Drosophila melanogaster,-0.602061168,0.052265485,Drosophila melanogaster
1294,Proportion survived,Viability,,Genetic varaint,Genotype,Competition,Strain 380,Both,,NA,NA,,,,0.33,0.66,0.33,Laboratory,Laboratory,Animalia,Insecta,Diptera,Arthropoda,Drosophila,Drosophila melanogaster,0.252281934,0.067197051,60,Miguel,"Kilgour, R. Julia; McAdam, Andrew G.; Betini, Gustavo S.; Norris, D. Ryan",Experimental evidence that density mediates negative frequency-dependent selection on aggression,JOURNAL OF ANIMAL ECOLOGY,2018,WoS,Drosophila melanogaster,0.252281934,0.067197051,Drosophila melanogaster
1294,Proportion survived,Viability,,Genetic varaint,Genotype,Competition,Strain 712,Both,,NA,NA,,,,0.33,0.66,0.33,Laboratory,Laboratory,Animalia,Insecta,Diptera,Arthropoda,Drosophila,Drosophila melanogaster,0.035340395,0.066677075,60,Miguel,"Kilgour, R. Julia; McAdam, Andrew G.; Betini, Gustavo S.; Norris, D. Ryan",Experimental evidence that density mediates negative frequency-dependent selection on aggression,JOURNAL OF ANIMAL ECOLOGY,2018,WoS,Drosophila melanogaster,0.035340395,0.066677075,Drosophila melanogaster
1294,Proportion survived,Viability,,Genetic varaint,Genotype,Competition,Strain 380,Both,,NA,NA,,,,0.33,0.66,0.33,Laboratory,Laboratory,Animalia,Insecta,Diptera,Arthropoda,Drosophila,Drosophila melanogaster,-0.231349106,0.013422537,300,Miguel,"Kilgour, R. Julia; McAdam, Andrew G.; Betini, Gustavo S.; Norris, D. Ryan",Experimental evidence that density mediates negative frequency-dependent selection on aggression,JOURNAL OF ANIMAL ECOLOGY,2018,WoS,Drosophila melanogaster,-0.231349106,0.013422537,Drosophila melanogaster
1294,Proportion survived,Viability,,Genetic varaint,Genotype,Competition,Strain 712,Both,,NA,NA,,,,0.33,0.66,0.33,Laboratory,Laboratory,Animalia,Insecta,Diptera,Arthropoda,Drosophila,Drosophila melanogaster,-0.156900483,0.013374363,300,Miguel,"Kilgour, R. Julia; McAdam, Andrew G.; Betini, Gustavo S.; Norris, D. Ryan",Experimental evidence that density mediates negative frequency-dependent selection on aggression,JOURNAL OF ANIMAL ECOLOGY,2018,WoS,Drosophila melanogaster,-0.156900483,0.013374363,Drosophila melanogaster
1294,Proportion survived,Viability,,Genetic varaint,Genotype,Competition,Strain 380,Both,,NA,NA,,,,0.33,0.66,0.33,Laboratory,Laboratory,Animalia,Insecta,Diptera,Arthropoda,Drosophila,Drosophila melanogaster,-0.181561231,0.006694137,600,Miguel,"Kilgour, R. Julia; McAdam, Andrew G.; Betini, Gustavo S.; Norris, D. Ryan",Experimental evidence that density mediates negative frequency-dependent selection on aggression,JOURNAL OF ANIMAL ECOLOGY,2018,WoS,Drosophila melanogaster,-0.181561231,0.006694137,Drosophila melanogaster
1294,Proportion survived,Viability,,Genetic varaint,Genotype,Competition,Strain 712,Both,,NA,NA,,,,0.33,0.66,0.33,Laboratory,Laboratory,Animalia,Insecta,Diptera,Arthropoda,Drosophila,Drosophila melanogaster,-0.325408772,0.006754909,600,Miguel,"Kilgour, R. Julia; McAdam, Andrew G.; Betini, Gustavo S.; Norris, D. Ryan",Experimental evidence that density mediates negative frequency-dependent selection on aggression,JOURNAL OF ANIMAL ECOLOGY,2018,WoS,Drosophila melanogaster,-0.325408772,0.006754909,Drosophila melanogaster
1296,Reproductive success,Sexual,Both,Phenotype ,Behaviour,Reproductive competition,Frequency of morph,Males,Sneakers,NA,NA,,,,0.2,0.8,0.6,Lab,Mesocosm,Animalia,Actinopterygii,Cyprinodontiformes,Chordata,Xiphophorus,Xiphophorus multilineatus,-4.670360122,2.151021972,13,Miguel,"Rios-Cardenas, Oscar; Bono, Lisa; Morris, Molly R.",Frequency-dependent selection and fluctuations around an equilibrium for alternative reproductive tactics in a swordtail,ANIMAL BEHAVIOUR,2018,WoS,Xiphophorus multilineatus,-4.344521,2.151021972,Xiphophorus multilineatus
1296,Reproductive success,Sexual,Both,Phenotype ,Behaviour,Reproductive competition,Frequency of morph,Males,Courters,NA,NA,,,,0.2,0.8,0.6,Lab,Mesocosm,Animalia,Actinopterygii,Cyprinodontiformes,Chordata,Xiphophorus,Xiphophorus multilineatus,-12.02247031,12.37831603,13,Miguel,"Rios-Cardenas, Oscar; Bono, Lisa; Morris, Molly R.",Frequency-dependent selection and fluctuations around an equilibrium for alternative reproductive tactics in a swordtail,ANIMAL BEHAVIOUR,2018,WoS,Xiphophorus multilineatus,-11.183693,12.37831603,Xiphophorus multilineatus
1297,Body condition,Viability,,Colour morph,Colouration,Competition,Silver,Males,,NA,NA,,,,0.25,1,0.75,Laboratory,Laboratory,Animalia,Actinopterygii,Cyprinodontiformes,Chordata,Gambusia,Gambusia holbrooki,-1.439672539,0.314770532,16,Miguel,"Culumber, Zachary W.; Kraft, Brittany; Lemakos, Valerie; Hoffner, Erika; Travis, Joseph; Hughes, Kimberly A.",GxG epistasis in growth and condition and the maintenance of genetic polymorphism in Gambusia holbrooki,EVOLUTION,2018,WoS,Gambusia holbrooki,-1.439672539,0.314770532,Gambusia holbrooki
1297,Body condition,Viability,,Colour morph,Colouration,Competition,Melanic,Males,,NA,NA,,,,0.25,1,0.75,Laboratory,Laboratory,Animalia,Actinopterygii,Cyprinodontiformes,Chordata,Gambusia,Gambusia holbrooki,-0.604353482,0.174275899,24,Miguel,"Culumber, Zachary W.; Kraft, Brittany; Lemakos, Valerie; Hoffner, Erika; Travis, Joseph; Hughes, Kimberly A.",GxG epistasis in growth and condition and the maintenance of genetic polymorphism in Gambusia holbrooki,EVOLUTION,2018,WoS,Gambusia holbrooki,-0.604353482,0.174275899,Gambusia holbrooki
1298,Relative growth,Viability,,Genetic strain,Genotype,Other,resistance gene,Asexual,20 Days,NA,NA,,,,0.11,0.99,0.88,Laboratory,Laboratory,Bacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadota,Pseudomonas,Pseudomonas aeruginosa,-2.77741944,0.249235292,65,Miguel,"Leale, Alanna M.; Kassen, Rees","The emergence, maintenance, and demise of diversity in a spatially variable antibiotic regime",EVOLUTION LETTERS,2018,WoS,Pseudomonas aeruginosa,-2.731888,0.249235292,Pseudomonas aeruginosa
1298,Relative growth,Viability,,Genetic strain,Genotype,Other,resistance gene,Asexual,40 Days,NA,NA,,,,0.11,0.99,0.88,Laboratory,Laboratory,Bacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadota,Pseudomonas,Pseudomonas aeruginosa,-2.745631448,0.155925568,48,Miguel,"Leale, Alanna M.; Kassen, Rees","The emergence, maintenance, and demise of diversity in a spatially variable antibiotic regime",EVOLUTION LETTERS,2018,WoS,Pseudomonas aeruginosa,-2.717326,0.155925568,Pseudomonas aeruginosa
1300,Selection coefficient,Viability,,Cooperators,Life history,Competition,Frequency of cooperators,Asexual,unstructured,NA,2^7,Low cost,,,0.1,0.9,0.8,Laboratory,Laboratory,Fungi,Saccharomycetes,Saccharomycetales,Ascomycota,Saccharomyces,Saccharomyces cerevesiae,-5.736184108,12.30126937,4,Miguel,"Xu, Shuang; Van Dyken, J. David",Microbial expansion-collision dynamics promote cooperation and coexistence on surfaces,EVOLUTION,2018,WoS,Saccharomyces cerevisiae,-4.171770261,12.30126937,Saccharomyces cerevesiae
1300,Selection coefficient,Viability,,Cooperators,Life history,Competition,Frequency of cooperators,Asexual,unstructured,NA,2^10,Low cost,,,0.1,0.9,0.8,Laboratory,Laboratory,Fungi,Saccharomycetes,Saccharomycetales,Ascomycota,Saccharomyces,Saccharomyces cerevesiae,-7.952949341,22.41646774,4,Miguel,"Xu, Shuang; Van Dyken, J. David",Microbial expansion-collision dynamics promote cooperation and coexistence on surfaces,EVOLUTION,2018,WoS,Saccharomyces cerevisiae,-5.783963157,22.41646774,Saccharomyces cerevesiae
1300,Selection coefficient,Viability,,Cooperators,Life history,Competition,Frequency of cooperators,Asexual,unstructured,NA,2^13,Low cost,,,0.1,0.9,0.8,Laboratory,Laboratory,Fungi,Saccharomycetes,Saccharomycetales,Ascomycota,Saccharomyces,Saccharomyces cerevesiae,-14.97995596,76.13302686,4,Miguel,"Xu, Shuang; Van Dyken, J. David",Microbial expansion-collision dynamics promote cooperation and coexistence on surfaces,EVOLUTION,2018,WoS,Saccharomyces cerevisiae,-10.89451343,76.13302686,Saccharomyces cerevesiae
1300,Selection coefficient,Viability,,Cooperators,Life history,Competition,Frequency of cooperators,Asexual,unstructured,NA,2^7,Medium cost,,,0.1,0.9,0.8,Laboratory,Laboratory,Fungi,Saccharomycetes,Saccharomycetales,Ascomycota,Saccharomyces,Saccharomyces cerevesiae,-2.885067655,4.107871792,4,Miguel,"Xu, Shuang; Van Dyken, J. David",Microbial expansion-collision dynamics promote cooperation and coexistence on surfaces,EVOLUTION,2018,WoS,Saccharomyces cerevisiae,-2.098231022,4.107871792,Saccharomyces cerevesiae
1300,Selection coefficient,Viability,,Cooperators,Life history,Competition,Frequency of cooperators,Asexual,unstructured,NA,2^10,Medium cost,,,0.1,0.9,0.8,Laboratory,Laboratory,Fungi,Saccharomycetes,Saccharomycetales,Ascomycota,Saccharomyces,Saccharomyces cerevesiae,-9.106585559,28.97663352,4,Miguel,"Xu, Shuang; Van Dyken, J. David",Microbial expansion-collision dynamics promote cooperation and coexistence on surfaces,EVOLUTION,2018,WoS,Saccharomyces cerevisiae,-6.622971316,28.97663352,Saccharomyces cerevesiae
1300,Selection coefficient,Viability,,Cooperators,Life history,Competition,Frequency of cooperators,Asexual,unstructured,NA,2^13,Medium cost,,,0.1,0.9,0.8,Laboratory,Laboratory,Fungi,Saccharomycetes,Saccharomycetales,Ascomycota,Saccharomyces,Saccharomyces cerevesiae,-10.87861838,40.78144598,4,Miguel,"Xu, Shuang; Van Dyken, J. David",Microbial expansion-collision dynamics promote cooperation and coexistence on surfaces,EVOLUTION,2018,WoS,Saccharomyces cerevisiae,-7.911722461,40.78144598,Saccharomyces cerevesiae
1300,Selection coefficient,Viability,,Cooperators,Life history,Competition,Frequency of cooperators,Asexual,unstructured,NA,2^7,High cost,,,0.1,0.9,0.8,Laboratory,Laboratory,Fungi,Saccharomycetes,Saccharomycetales,Ascomycota,Saccharomyces,Saccharomyces cerevesiae,-3.757085377,6.038563511,4,Miguel,"Xu, Shuang; Van Dyken, J. David",Microbial expansion-collision dynamics promote cooperation and coexistence on surfaces,EVOLUTION,2018,WoS,Saccharomyces cerevisiae,-2.732425729,6.038563511,Saccharomyces cerevesiae
1300,Selection coefficient,Viability,,Cooperators,Life history,Competition,Frequency of cooperators,Asexual,unstructured,NA,2^10,High cost,,,0.1,0.9,0.8,Laboratory,Laboratory,Fungi,Saccharomycetes,Saccharomycetales,Ascomycota,Saccharomyces,Saccharomyces cerevesiae,-5.238872755,10.48192925,4,Miguel,"Xu, Shuang; Van Dyken, J. David",Microbial expansion-collision dynamics promote cooperation and coexistence on surfaces,EVOLUTION,2018,WoS,Saccharomyces cerevisiae,-3.810089276,10.48192925,Saccharomyces cerevesiae
1300,Selection coefficient,Viability,,Cooperators,Life history,Competition,Frequency of cooperators,Asexual,unstructured,NA,2^13,High cost,,,0.1,0.9,0.8,Laboratory,Laboratory,Fungi,Saccharomycetes,Saccharomycetales,Ascomycota,Saccharomyces,Saccharomyces cerevesiae,-3.764396772,6.056894351,4,Miguel,"Xu, Shuang; Van Dyken, J. David",Microbial expansion-collision dynamics promote cooperation and coexistence on surfaces,EVOLUTION,2018,WoS,Saccharomyces cerevisiae,-2.737743107,6.056894351,Saccharomyces cerevesiae
1300,Selection coefficent,Viability,,Cooperators,Life history,Competition,Frequency of cooperators,Asexual,structured,NA,2^7,Low cost,,,0.1,0.9,0.8,Laboratory,Laboratory,Fungi,Saccharomycetes,Saccharomycetales,Ascomycota,Saccharomyces,Saccharomyces cerevesiae,-5.110029353,10.03746666,4,Miguel,"Xu, Shuang; Van Dyken, J. David",Microbial expansion-collision dynamics promote cooperation and coexistence on surfaces,EVOLUTION,2018,WoS,Saccharomyces cerevisiae,-3.716384984,10.03746666,Saccharomyces cerevesiae
1300,Selection coefficent,Viability,,Cooperators,Life history,Competition,Frequency of cooperators,Asexual,structured,NA,2^10,Low cost,,,0.1,0.9,0.8,Laboratory,Laboratory,Fungi,Saccharomycetes,Saccharomycetales,Ascomycota,Saccharomyces,Saccharomyces cerevesiae,-4.187501701,7.178390166,4,Miguel,"Xu, Shuang; Van Dyken, J. David",Microbial expansion-collision dynamics promote cooperation and coexistence on surfaces,EVOLUTION,2018,WoS,Saccharomyces cerevisiae,-3.045455783,7.178390166,Saccharomyces cerevesiae
1300,Selection coefficent,Viability,,Cooperators,Life history,Competition,Frequency of cooperators,Asexual,structured,NA,2^13,Low cost,,,0.1,0.9,0.8,Laboratory,Laboratory,Fungi,Saccharomycetes,Saccharomycetales,Ascomycota,Saccharomyces,Saccharomyces cerevesiae,-5.356158043,10.89614299,4,Miguel,"Xu, Shuang; Van Dyken, J. David",Microbial expansion-collision dynamics promote cooperation and coexistence on surfaces,EVOLUTION,2018,WoS,Saccharomyces cerevisiae,-3.895387668,10.89614299,Saccharomyces cerevesiae
1300,Selection coefficient,Viability,,Cooperators,Life history,Competition,Frequency of cooperators,Asexual,structured,NA,2^7,Medium cost,,,0.1,0.9,0.8,Laboratory,Laboratory,Fungi,Saccharomycetes,Saccharomycetales,Ascomycota,Saccharomyces,Saccharomyces cerevesiae,-4.725007768,8.775232802,4,Miguel,"Xu, Shuang; Van Dyken, J. David",Microbial expansion-collision dynamics promote cooperation and coexistence on surfaces,EVOLUTION,2018,WoS,Saccharomyces cerevisiae,-3.436369286,8.775232802,Saccharomyces cerevesiae
1300,Selection coefficient,Viability,,Cooperators,Life history,Competition,Frequency of cooperators,Asexual,structured,NA,2^10,Medium cost,,,0.1,0.9,0.8,Laboratory,Laboratory,Fungi,Saccharomycetes,Saccharomycetales,Ascomycota,Saccharomyces,Saccharomyces cerevesiae,-3.784747309,6.108104063,4,Miguel,"Xu, Shuang; Van Dyken, J. David",Microbial expansion-collision dynamics promote cooperation and coexistence on surfaces,EVOLUTION,2018,WoS,Saccharomyces cerevisiae,-2.752543497,6.108104063,Saccharomyces cerevesiae
1300,Selection coefficient,Viability,,Cooperators,Life history,Competition,Frequency of cooperators,Asexual,structured,NA,2^13,Medium cost,,,0.1,0.9,0.8,Laboratory,Laboratory,Fungi,Saccharomycetes,Saccharomycetales,Ascomycota,Saccharomyces,Saccharomyces cerevesiae,-3.755668357,6.035014935,4,Miguel,"Xu, Shuang; Van Dyken, J. David",Microbial expansion-collision dynamics promote cooperation and coexistence on surfaces,EVOLUTION,2018,WoS,Saccharomyces cerevisiae,-2.731395168,6.035014935,Saccharomyces cerevesiae
1300,Selection coefficient,Viability,,Cooperators,Life history,Competition,Frequency of cooperators,Asexual,structured,NA,2^7,High cost,,,0.1,0.9,0.8,Laboratory,Laboratory,Fungi,Saccharomycetes,Saccharomycetales,Ascomycota,Saccharomyces,Saccharomyces cerevesiae,-3.22908535,4.808997399,4,Miguel,"Xu, Shuang; Van Dyken, J. David",Microbial expansion-collision dynamics promote cooperation and coexistence on surfaces,EVOLUTION,2018,WoS,Saccharomyces cerevisiae,-2.348425709,4.808997399,Saccharomyces cerevesiae
1300,Selection coefficient,Viability,,Cooperators,Life history,Competition,Frequency of cooperators,Asexual,structured,NA,2^10,High cost,,,0.1,0.9,0.8,Laboratory,Laboratory,Fungi,Saccharomycetes,Saccharomycetales,Ascomycota,Saccharomyces,Saccharomyces cerevesiae,-3.652904985,5.781238277,4,Miguel,"Xu, Shuang; Van Dyken, J. David",Microbial expansion-collision dynamics promote cooperation and coexistence on surfaces,EVOLUTION,2018,WoS,Saccharomyces cerevisiae,-2.656658171,5.781238277,Saccharomyces cerevesiae
1300,Selection coefficient,Viability,,Cooperators,Life history,Competition,Frequency of cooperators,Asexual,structured,NA,2^13,High cost,,,0.1,0.9,0.8,Laboratory,Laboratory,Fungi,Saccharomycetes,Saccharomycetales,Ascomycota,Saccharomyces,Saccharomyces cerevesiae,-5.242871463,10.49590039,4,Miguel,"Xu, Shuang; Van Dyken, J. David",Microbial expansion-collision dynamics promote cooperation and coexistence on surfaces,EVOLUTION,2018,WoS,Saccharomyces cerevisiae,-3.812997428,10.49590039,Saccharomyces cerevesiae
1302,Proportion of area lost,Viability,,Morph,Morphology,Herbivory,Hairy,Hermaphrodites,,NA,NA,,,Beetles present,0.33,0.66,0.33,Lab,Mesocosm,Plantae,Magnoliopsida,Brassicales,Tracheophyta,Arabidopsis,Arabidopsis halleri,0.560612033,0.042894346,128,Miguel,"Sato, Yasuhiro; Kudoh, Hiroshi",Herbivore-Mediated Interaction Promotes the Maintenance of Trichome Dimorphism through Negative Frequency-Dependent Selection,AMERICAN NATURALIST,2017,WoS,Arabidopsis halleri,0.602220987,0.042894346,Arabidopsis halleri
1302,Proportion of area lost,Viability,,Morph,Morphology,Herbivory,Globular,Hermaphrodites,,NA,NA,,,Beetles present,0.33,0.66,0.33,Lab,Mesocosm,Plantae,Magnoliopsida,Brassicales,Tracheophyta,Arabidopsis,Arabidopsis halleri,0.318615621,0.042063213,128,Miguel,"Sato, Yasuhiro; Kudoh, Hiroshi",Herbivore-Mediated Interaction Promotes the Maintenance of Trichome Dimorphism through Negative Frequency-Dependent Selection,AMERICAN NATURALIST,2017,WoS,Arabidopsis halleri,0.326371501,0.042063213,Arabidopsis halleri
1302,Number of beetles per plant,Viability,,Morph,Morphology,Herbivory,Hairy,Hermaphrodites,,NA,NA,,,Beetles present,0.33,0.66,0.33,Lab,Mesocosm,Plantae,Magnoliopsida,Brassicales,Tracheophyta,Arabidopsis,Arabidopsis halleri,0.427819937,0.042381627,128,Miguel,"Sato, Yasuhiro; Kudoh, Hiroshi",Herbivore-Mediated Interaction Promotes the Maintenance of Trichome Dimorphism through Negative Frequency-Dependent Selection,AMERICAN NATURALIST,2017,WoS,Arabidopsis halleri,0.454766203,0.042381627,Arabidopsis halleri
1302,Number of beetles per plant,Viability,,Morph,Morphology,Herbivory,Globular,Hermaphrodites,,NA,NA,,,Beetles present,0.33,0.66,0.33,Lab,Mesocosm,Plantae,Magnoliopsida,Brassicales,Tracheophyta,Arabidopsis,Arabidopsis halleri,0.240206458,0.041892054,128,Miguel,"Sato, Yasuhiro; Kudoh, Hiroshi",Herbivore-Mediated Interaction Promotes the Maintenance of Trichome Dimorphism through Negative Frequency-Dependent Selection,AMERICAN NATURALIST,2017,WoS,Arabidopsis halleri,0.25691951,0.041892054,Arabidopsis halleri
1302,Clonal meristems,Fecundity,,Morph,Morphology,Herbivory,Hairy,Hermaphrodites,,NA,NA,,,Beetles present,0.33,0.66,0.33,Lab,Mesocosm,Plantae,Magnoliopsida,Brassicales,Tracheophyta,Arabidopsis,Arabidopsis halleri,-0.814712493,0.044259465,128,Miguel,"Sato, Yasuhiro; Kudoh, Hiroshi",Herbivore-Mediated Interaction Promotes the Maintenance of Trichome Dimorphism through Negative Frequency-Dependent Selection,AMERICAN NATURALIST,2017,WoS,Arabidopsis halleri,-0.73284256,0.044259465,Arabidopsis halleri
1302,Clonal meristems,Fecundity,,Morph,Morphology,Herbivory,Globular,Hermaphrodites,,NA,NA,,,Beetles present,0.33,0.66,0.33,Lab,Mesocosm,Plantae,Magnoliopsida,Brassicales,Tracheophyta,Arabidopsis,Arabidopsis halleri,0.336268942,0.042108373,128,Miguel,"Sato, Yasuhiro; Kudoh, Hiroshi",Herbivore-Mediated Interaction Promotes the Maintenance of Trichome Dimorphism through Negative Frequency-Dependent Selection,AMERICAN NATURALIST,2017,WoS,Arabidopsis halleri,0.400486023,0.042108373,Arabidopsis halleri
1302,Flowers,Fecundity,,Morph,Morphology,Herbivory,Hairy,Hermaphrodites,,NA,NA,,,Beetles present,0.33,0.66,0.33,Lab,Mesocosm,Plantae,Magnoliopsida,Brassicales,Tracheophyta,Arabidopsis,Arabidopsis halleri,-0.399034277,0.042288652,128,Miguel,"Sato, Yasuhiro; Kudoh, Hiroshi",Herbivore-Mediated Interaction Promotes the Maintenance of Trichome Dimorphism through Negative Frequency-Dependent Selection,AMERICAN NATURALIST,2017,WoS,Arabidopsis halleri,-0.421395845,0.042288652,Arabidopsis halleri
1302,Flowers,Fecundity,,Morph,Morphology,Herbivory,Globular,Hermaphrodites,,NA,NA,,,Beetles present,0.33,0.66,0.33,Lab,Mesocosm,Plantae,Magnoliopsida,Brassicales,Tracheophyta,Arabidopsis,Arabidopsis halleri,-0.248721798,0.041908317,128,Miguel,"Sato, Yasuhiro; Kudoh, Hiroshi",Herbivore-Mediated Interaction Promotes the Maintenance of Trichome Dimorphism through Negative Frequency-Dependent Selection,AMERICAN NATURALIST,2017,WoS,Arabidopsis halleri,-0.257587702,0.041908317,Arabidopsis halleri
1302,Clonal meristems,Fecundity,,Morph,Morphology,Herbivory,Hairy,Hermaphrodites,,NA,NA,,,Beetles abscent,0.33,0.66,0.33,Lab,Mesocosm,Plantae,Magnoliopsida,Brassicales,Tracheophyta,Arabidopsis,Arabidopsis halleri,-0.170741181,0.083561088,64,Miguel,"Sato, Yasuhiro; Kudoh, Hiroshi",Herbivore-Mediated Interaction Promotes the Maintenance of Trichome Dimorphism through Negative Frequency-Dependent Selection,AMERICAN NATURALIST,2017,WoS,Arabidopsis halleri,-0.173224472,0.083561088,Arabidopsis halleri
1302,Clonal meristems,Fecundity,,Morph,Morphology,Herbivory,Globular,Hermaphrodites,,NA,NA,,,Beetles abscent,0.33,0.66,0.33,Lab,Mesocosm,Plantae,Magnoliopsida,Brassicales,Tracheophyta,Arabidopsis,Arabidopsis halleri,-0.019461344,0.083336292,64,Miguel,"Sato, Yasuhiro; Kudoh, Hiroshi",Herbivore-Mediated Interaction Promotes the Maintenance of Trichome Dimorphism through Negative Frequency-Dependent Selection,AMERICAN NATURALIST,2017,WoS,Arabidopsis halleri,-0.021828519,0.083336292,Arabidopsis halleri
1302,Flowers,Fecundity,,Morph,Morphology,Herbivory,Hairy,Hermaphrodites,,NA,NA,,,Beetles abscent,0.33,0.66,0.33,Lab,Mesocosm,Plantae,Magnoliopsida,Brassicales,Tracheophyta,Arabidopsis,Arabidopsis halleri,-0.014122318,0.083334891,64,Miguel,"Sato, Yasuhiro; Kudoh, Hiroshi",Herbivore-Mediated Interaction Promotes the Maintenance of Trichome Dimorphism through Negative Frequency-Dependent Selection,AMERICAN NATURALIST,2017,WoS,Arabidopsis halleri,-0.013981444,0.083334891,Arabidopsis halleri
1302,Flowers,Fecundity,,Morph,Morphology,Herbivory,Globular,Hermaphrodites,,NA,NA,,,Beetles abscent,0.33,0.66,0.33,Lab,Mesocosm,Plantae,Magnoliopsida,Brassicales,Tracheophyta,Arabidopsis,Arabidopsis halleri,0.250135214,0.083822143,64,Miguel,"Sato, Yasuhiro; Kudoh, Hiroshi",Herbivore-Mediated Interaction Promotes the Maintenance of Trichome Dimorphism through Negative Frequency-Dependent Selection,AMERICAN NATURALIST,2017,WoS,Arabidopsis halleri,0.271251596,0.083822143,Arabidopsis halleri
1303,Male sexual response,Sexual,Precopulatory,Colour morph,Colouration,Reproductive competition,Frequency of andromorphs,Females,Androchrome,NA,NA,,,,0.065,0.87,0.805,Field,Field experiment,Animalia,Insecta,Odonata,Arthropoda,Ischnura,Ischnura elegans,2.513853372,2.579864694,5,Miguel,"Sanchez-Guillen, Rosa A.; Wellenreuther, Maren; Chavez-Rios, Jesus R.; Beatty, Christopher D.; Rivas-Torres, Anais; Velasquez-Velez, Maria; Cordero-Rivera, Adolfo",Alternative reproductive strategies and the maintenance of female color polymorphism in damselflies,ECOLOGY AND EVOLUTION,2017,WoS,Ischnura elegans,1.828257,2.579864694,Ischnura elegans
1303,Male sexual response,Sexual,Precopulatory,Colour morph,Colouration,Reproductive competition,Frequency of andromorphs,Females,Infuscans,NA,NA,,,,0.065,0.87,0.805,Field,Field experiment,Animalia,Insecta,Odonata,Arthropoda,Ischnura,Ischnura elegans,1.029464786,1.264949437,5,Miguel,"Sanchez-Guillen, Rosa A.; Wellenreuther, Maren; Chavez-Rios, Jesus R.; Beatty, Christopher D.; Rivas-Torres, Anais; Velasquez-Velez, Maria; Cordero-Rivera, Adolfo",Alternative reproductive strategies and the maintenance of female color polymorphism in damselflies,ECOLOGY AND EVOLUTION,2017,WoS,Ischnura elegans,0.74870166,1.264949437,Ischnura elegans
